timestamp_s,elapsed_s,valid_detection,horizontal_error,estimated_distance_m,target_distance_m,distance_target_error_m,linear_command_mps,angular_command_radps,robot_x_m,robot_y_m,robot_yaw_rad,target_x_m,target_y_m,reference_valid,reference_failure,reference_frame,target_frame,target_sample_age_s,transform_age_s,reference_camera_range_m,ground_truth_camera_distance_m,estimation_error_m
0.488,0.488,True,-0.02921581268310547,1.7751193591412822,1.2,0.5248287308089685,0.6350684075170518,0.07845405578613282,0.09910385079290727,0.00048320288908616945,0.010524627268185462,2.04861741970502,0.03516407517895802,True,,camera_link,odom,0.013,0.016,1.7248287308089685,1.7248287308089685,0.05029062833231368
0.524,0.524,True,-0.0287109375,1.7556272227846421,1.2,0.5040160715334787,0.6141484576416012,0.07596111297607422,0.12387717844402008,0.000781883673480888,0.013588001198025541,2.0525299612150096,0.03800331520149768,True,,camera_link,odom,0.011,0.024,1.7040160715334787,1.7040160715334787,0.051611151251163445
0.552,0.552,True,-0.02738666534423828,1.7384015899931031,1.2,0.4955629095117118,0.5936421087497712,0.0746484375,0.1359538415215575,0.0009550499847411008,0.015094096694270101,2.0561036300233524,0.04059855659754713,True,,camera_link,odom,0.012,0.011,1.6955629095117117,1.6955629095117117,0.04283868048139139
0.622,0.622,True,-0.026027965545654296,1.708908276869789,1.2,0.4567146814022549,0.576022222409872,0.07120532989501953,0.18238044237994264,0.0017901761533094139,0.020859385203141977,2.0635741001350008,0.04603019042464676,True,,camera_link,odom,0.011,0.024,1.6567146814022549,1.6567146814022549,0.052193595467534104
0.659,0.659,True,-0.024925899505615235,1.6939122437242942,1.2,0.44923892754119654,0.5452286727508763,0.06767271041870117,0.19359034623094987,0.002031821433845798,0.022248165598189824,2.0672471596131197,0.04870430972728252,True,,camera_link,odom,0.011,0.011,1.6492389275411965,1.6492389275411965,0.04467331618309767
0.687,0.687,True,-0.02489013671875,1.6800835806889365,1.2,0.43147425935127703,0.5297611404498925,0.06480733871459961,0.2150841604988666,0.0025386913987714356,0.024897766563334367,2.0709156421073978,0.05137760029682319,True,,camera_link,odom,0.011,0.019,1.631474259351277,1.631474259351277,0.048609321337659495
0.718,0.718,True,-0.024962329864501955,1.662087952182044,1.2,0.4248748695353368,0.5149476582020781,0.06471435546875,0.22552784039588264,0.0028054916127669017,0.026192983496496892,2.074690239823965,0.05413098483161839,True,,camera_link,odom,0.01,0.006,1.6248748695353368,1.6248748695353368,0.037213082646707196
0.75,0.75,True,-0.02444114685058594,1.649153221040902,1.2,0.4083964026623075,0.49560847632259,0.06490205764770508,0.24573132902112588,0.0033607384892649474,0.0287853117414837,2.078348661917118,0.05680245290771168,True,,camera_link,odom,0.01,0.012,1.6083964026623074,1.6083964026623074,0.04075681837859446
0.786,0.786,True,-0.023704147338867186,1.6395213232583603,1.2,0.3925756143998609,0.48199294132773035,0.06354698181152345,0.2652745145380996,0.0039485329570410664,0.03135429251328432,2.0820017514347158,0.059472954455937733,True,,camera_link,odom,0.01,0.02,1.5925756143998608,1.5925756143998608,0.04694570885849947
0.818,0.818,True,-0.02373514175415039,1.6259828584584175,1.2,0.38687763925186025,0.47201312955859737,0.061630783081054685,0.2748096961148738,0.004253588269447568,0.03260607015351899,2.0857597005443114,0.06222332138233927,True,,camera_link,odom,0.009,0.007,1.5868776392518602,1.5868776392518602,0.039105219206557296
0.853,0.853,True,-0.023382854461669923,1.6140679049236055,1.2,0.3720153086708089,0.45745930442087573,0.06171136856079101,0.29338850393331994,0.004882338660512227,0.035072913168990104,2.0894011988577774,0.0648917208204383,True,,camera_link,odom,0.009,0.014,1.5720153086708089,1.5720153086708089,0.04205259625279667
0.884,0.884,True,-0.022706127166748045,1.6026722434010956,1.2,0.3576945102338316,0.4448243969020812,0.0607954216003418,0.3114222893928942,0.005537144109437994,0.037523048954833424,2.093036612336659,0.06755901608691593,True,,camera_link,odom,0.009,0.021,1.5576945102338315,1.5576945102338315,0.044977733167264056
0.92,0.92,True,-0.02277231216430664,1.589551124059807,1.2,0.3440948078858401,0.43288202785950175,0.05903593063354492,0.32019297591532425,0.0058716669271149085,0.038721362468518164,2.0967755642434165,0.07030593566568716,True,,camera_link,odom,0.008,0.028,1.54409480788584,1.54409480788584,0.04545631617396695
0.951,0.951,True,-0.022032833099365233,1.581477490665478,1.2,0.3394091931433958,0.4187481586846367,0.059208011627197264,0.33735324906492264,0.0065566395182393225,0.041084520486465284,2.1005075241577553,0.07305158534540689,True,,camera_link,odom,0.007,0.014,1.5394091931433957,1.5394091931433957,0.0420682975220823
0.983,0.983,True,-0.021875,1.5677191273548752,1.2,0.3264300533377693,0.41037970686072905,0.05728536605834961,0.3539210021458772,0.007257096813055913,0.04341438802275345,2.1040133283843643,0.07563452175907902,True,,camera_link,odom,0.008,0.021,1.5264300533377693,1.5264300533377693,0.04128907401710591
1.049,1.049,True,-0.021113204956054687,1.5524898568251397,1.2,0.3100762030529616,0.39564279858838614,0.056874999999999995,0.37778262265450263,0.00833435952831619,0.04683099165730759,2.111331781664535,0.081038576700398,True,,camera_link,odom,0.007,0.016,1.5100762030529615,1.5100762030529615,0.042413653772178206
1.151,1.151,True,-0.020952510833740234,1.5235565475842927,1.2,0.2831709312327615,0.37955243285636625,0.054894332885742185,0.41585187523156736,0.01022353608130005,0.05234023157357947,2.122196121630251,0.08909364175425054,True,,camera_link,odom,0.006,0.017,1.4831709312327614,1.4831709312327614,0.04038561635153126
1.184,1.184,True,-0.02042875289916992,1.5170241474824238,1.2,0.27230176772663617,0.34845494806727584,0.05447652816772461,0.4303912554733366,0.011000862553296081,0.05452764877781555,2.1257649261821467,0.09174881994813083,True,,camera_link,odom,0.006,0.023,1.4723017677266361,1.4723017677266361,0.044722379755787633
